amount,hour_of_day,mcc,country,velocity_5m,velocity_1h,velocity_24h,user_30d_avg,amount_to_avg_ratio,is_foreign,is_night,is_high_risk_mcc,is_fraud
0.65,9,5311,US,6,18,47,87.8,0.01,0,0,0,1
43.39,11,5912,US,0,1,3,80.93,0.54,0,0,0,0
83.91,17,4121,US,1,2,4,120.32,0.7,0,0,0,0
71.23,17,5814,US,0,0,1,85.91,0.83,0,0,0,0
62.71,16,5311,US,0,1,5,96.65,0.65,0,0,0,0
51.65,14,5912,US,1,3,3,119.79,0.43,0,0,0,0
36.57,9,4121,US,0,2,5,57.19,0.64,0,0,0,0
44.69,19,5812,US,0,0,1,139.03,0.32,0,0,0,0
99.98,5,5912,US,0,2,5,124.37,0.8,0,1,0,0
18.96,16,5912,US,1,1,4,65.5,0.29,0,0,0,0
18.44,13,5732,US,1,1,3,144.31,0.13,0,0,1,0
63.52,14,5311,US,0,0,4,56.69,1.12,0,0,0,0
11.04,14,5814,US,0,0,2,84.03,0.13,0,0,0,0
18.34,17,5912,US,1,2,3,100.02,0.18,0,0,0,0
32.34,18,5732,US,0,1,4,99.17,0.33,0,0,1,0
14.7,17,5912,US,0,0,4,79.44,0.19,0,0,0,0
43.46,14,5732,US,0,0,3,148.01,0.29,0,0,1,0
22.13,18,5311,US,0,0,7,110.87,0.2,0,0,0,0
29.1,8,5812,US,0,2,2,120.98,0.24,0,0,0,0
40.34,15,5311,US,0,0,0,59.67,0.68,0,0,0,0
29.63,14,5311,US,1,1,3,81.77,0.36,0,0,0,0
11.13,13,5311,US,0,0,1,84.59,0.13,0,0,0,0
133.63,18,5411,JP,0,4,8,71.81,1.86,1,0,0,0
21.45,13,5812,US,1,2,6,73.81,0.29,0,0,0,0
42.45,13,5814,US,0,1,3,91.46,0.46,0,0,0,0
222.28,13,5411,US,2,2,6,59.13,3.76,0,0,0,0
29.44,13,5411,US,0,2,5,62.92,0.47,0,0,0,0
116.63,20,5732,US,0,1,5,122.55,0.95,0,0,1,0
106.93,9,5814,US,0,1,2,75.72,1.41,0,0,0,0
3.98,17,5541,US,2,3,4,71.43,0.06,0,0,0,0
48.13,11,5411,US,2,4,5,127.69,0.38,0,0,0,0
242.41,12,5411,US,0,1,5,108.53,2.23,0,0,0,0
24.38,3,5311,US,1,2,5,51.51,0.47,0,1,0,0
40.35,14,4121,US,1,2,7,139.42,0.29,0,0,0,0
43.17,15,5541,US,0,1,1,89.35,0.48,0,0,0,0
150.54,10,5732,GB,0,0,3,138.93,1.08,1,0,1,0
45.32,15,5411,US,1,3,4,134.72,0.34,0,0,0,0
50.85,13,5732,US,0,2,3,51.35,0.99,0,0,1,0
48.14,15,5732,US,0,1,2,82.77,0.58,0,0,1,0
47.76,23,5541,US,0,1,4,91.87,0.52,0,0,0,0
75.69,18,5814,US,0,1,2,72.32,1.05,0,0,0,0
1.82,2,5311,NG,13,26,22,71.88,0.03,1,1,0,1
49.34,13,5732,US,0,2,7,69.61,0.71,0,0,1,0
50.04,9,5812,US,1,1,2,113.63,0.44,0,0,0,0
85.7,12,4121,US,0,1,5,98.11,0.87,0,0,0,0
179.14,18,5814,US,0,0,1,145.01,1.24,0,0,0,0
35.68,13,5411,US,0,0,3,81.13,0.44,0,0,0,0
35.15,16,4121,US,0,2,3,145.57,0.24,0,0,0,0
57.47,10,4121,US,0,1,3,146.9,0.39,0,0,0,0
36.39,12,5311,US,0,0,4,131.42,0.28,0,0,0,0
49.39,17,5912,US,0,1,5,81.96,0.6,0,0,0,0
18.68,10,5912,US,0,1,3,133.42,0.14,0,0,0,0
29.43,20,5541,US,0,1,4,67.23,0.44,0,0,0,0
549.56,12,5732,RO,6,25,37,40.69,13.51,1,0,1,1
108.35,3,5732,US,0,2,5,93.54,1.16,0,1,1,0
37.76,15,5912,US,1,3,7,93.87,0.4,0,0,0,0
7.59,7,5814,US,0,2,3,138.97,0.05,0,0,0,0
896.97,1,6051,NG,3,2,10,84.73,10.59,1,1,1,1
72.54,20,5814,US,0,0,5,107.33,0.68,0,0,0,0
17.1,16,4121,US,0,1,4,139.41,0.12,0,0,0,0
25.23,18,5411,US,0,3,7,88.29,0.29,0,0,0,0
47.16,12,5541,US,0,2,4,112.11,0.42,0,0,0,0
30.54,15,5912,US,0,1,3,68.36,0.45,0,0,0,0
103.33,13,5541,US,0,2,5,83.29,1.24,0,0,0,0
99.27,21,5814,US,0,1,1,140.95,0.7,0,0,0,0
60.25,14,5411,US,0,1,3,65.19,0.92,0,0,0,0
92.29,9,5812,US,0,1,1,149.86,0.62,0,0,0,0
124.51,16,5912,US,0,0,1,54.88,2.27,0,0,0,0
18.98,18,5411,US,0,0,2,137.28,0.14,0,0,0,0
44.64,12,5732,US,0,0,2,89.93,0.5,0,0,1,0
90.96,13,5311,US,0,0,5,107.11,0.85,0,0,0,0
23.45,8,5311,US,1,1,3,149.68,0.16,0,0,0,0
20.74,16,5732,US,1,1,2,84.75,0.24,0,0,1,0
8446.18,3,5732,UA,1,5,10,98.25,85.97,1,1,1,1
39.8,11,5411,US,0,1,1,105.29,0.38,0,0,0,0
24.48,15,5812,US,0,1,4,81.51,0.3,0,0,0,0
18.61,9,4121,US,0,0,5,67.61,0.28,0,0,0,0
53.14,7,5311,US,0,3,3,83.45,0.64,0,0,0,0
88.42,17,5541,US,0,1,5,60.27,1.47,0,0,0,0
1610.0,4,5732,CY,3,7,5,43.98,36.61,1,1,1,1
633.75,13,5944,RO,6,13,29,97.24,6.52,1,0,1,1
17.13,10,5814,US,0,0,2,138.78,0.12,0,0,0,0
21.33,11,5732,US,0,2,4,90.83,0.23,0,0,1,0
21.57,15,5812,US,0,1,4,143.58,0.15,0,0,0,0
62.39,15,5411,US,1,1,2,69.96,0.89,0,0,0,0
50.06,16,5541,US,0,0,3,140.9,0.36,0,0,0,0
34.56,17,4121,US,0,1,2,140.97,0.25,0,0,0,0
89.25,4,4121,US,1,3,6,125.2,0.71,0,1,0,0
78.23,15,5311,US,0,0,3,146.18,0.54,0,0,0,0
10.99,8,5541,US,0,1,3,85.21,0.13,0,0,0,0
168.95,15,5912,US,0,0,3,74.88,2.26,0,0,0,0
90.86,15,5814,US,0,1,4,118.38,0.77,0,0,0,0
69.98,9,5311,US,1,3,3,100.2,0.7,0,0,0,0
156.8,13,4121,US,0,1,2,117.78,1.33,0,0,0,0
51.65,11,5912,US,0,2,3,52.62,0.98,0,0,0,0
67.85,12,4121,US,0,3,6,106.21,0.64,0,0,0,0
145.72,21,5411,US,0,0,2,115.64,1.26,0,0,0,0
43.2,12,5812,US,1,1,4,117.21,0.37,0,0,0,0
13.47,5,4121,US,0,1,2,120.36,0.11,0,1,0,0
81.05,11,5541,US,0,1,3,73.89,1.1,0,0,0,0
15.65,13,5541,US,1,1,4,76.43,0.2,0,0,0,0
32.72,9,4121,US,0,2,4,55.14,0.59,0,0,0,0
19.01,11,5541,US,0,2,3,125.87,0.15,0,0,0,0
3.49,14,5311,US,15,15,46,46.26,0.08,0,0,0,1
102.21,18,5814,US,0,2,3,122.4,0.84,0,0,0,0
29.02,10,5541,US,0,0,6,149.78,0.19,0,0,0,0
103.38,19,5411,US,0,1,2,65.46,1.58,0,0,0,0
27.23,11,5732,JP,0,1,2,106.71,0.26,1,0,1,0
25.65,12,5812,US,0,5,8,51.69,0.5,0,0,0,0
17.28,12,5541,US,0,0,3,115.33,0.15,0,0,0,0
26.55,21,5812,US,0,0,1,74.58,0.36,0,0,0,0
106.29,13,5311,US,0,1,4,111.27,0.96,0,0,0,0
20.53,13,4121,US,0,2,6,107.95,0.19,0,0,0,0
14.95,12,5912,US,0,0,8,136.41,0.11,0,0,0,0
26.6,11,5541,US,0,0,4,125.56,0.21,0,0,0,0
32.58,13,5732,US,0,0,5,55.2,0.59,0,0,1,0
217.81,23,5311,US,0,0,1,113.21,1.92,0,0,0,0
25.86,14,5912,US,0,3,5,102.96,0.25,0,0,0,0
23.33,10,5541,US,0,0,6,128.29,0.18,0,0,0,0
30.72,12,5812,US,0,2,6,90.42,0.34,0,0,0,0
63.61,15,5814,US,0,2,3,89.11,0.71,0,0,0,0
23.26,14,5311,US,0,1,6,115.92,0.2,0,0,0,0
37.68,14,5912,US,0,0,2,100.17,0.38,0,0,0,0
88.42,12,5541,US,0,0,3,142.06,0.62,0,0,0,0
107.05,7,5814,US,0,1,3,139.74,0.77,0,0,0,0
33.4,7,5912,US,1,2,2,143.91,0.23,0,0,0,0
26.06,12,5311,US,0,1,4,52.34,0.5,0,0,0,0
74.7,12,5814,US,0,3,6,92.57,0.81,0,0,0,0
58.72,6,5812,US,0,1,2,86.66,0.68,0,0,0,0
37.55,14,5311,US,1,1,4,146.74,0.26,0,0,0,0
47.48,11,4121,US,0,1,2,66.39,0.72,0,0,0,0
16.11,11,5732,US,1,1,4,92.37,0.17,0,0,1,0
45.86,12,5541,US,0,2,2,72.23,0.63,0,0,0,0
31.93,13,5812,US,0,2,3,135.09,0.24,0,0,0,0
35.12,13,5732,DE,0,0,2,113.09,0.31,1,0,1,0
227.58,9,5812,US,0,0,5,143.56,1.59,0,0,0,0
48.99,6,5541,US,0,0,4,138.9,0.35,0,0,0,0
36.62,11,5812,US,1,2,4,81.76,0.45,0,0,0,0
9.99,13,5814,US,0,1,4,75.09,0.13,0,0,0,0
97.82,19,5812,US,0,1,3,68.24,1.43,0,0,0,0
201.23,21,5912,US,0,0,3,98.74,2.04,0,0,0,0
25.01,14,4121,US,0,0,4,59.69,0.42,0,0,0,0
68.16,16,5732,US,0,1,4,120.42,0.57,0,0,1,0
229.38,17,4121,US,0,0,2,75.05,3.06,0,0,0,0
925.35,2,4829,CN,2,4,5,54.8,16.89,1,1,1,1
32.06,19,5912,US,1,1,4,149.52,0.21,0,0,0,0
87.7,13,5912,US,0,1,5,110.78,0.79,0,0,0,0
12.74,8,5912,US,0,1,5,50.41,0.25,0,0,0,0
92.35,9,5912,US,0,1,2,58.43,1.58,0,0,0,0
17.25,20,5814,US,2,3,5,117.03,0.15,0,0,0,0
28.14,13,5311,US,0,0,2,61.98,0.45,0,0,0,0
190.44,10,5541,US,0,0,3,76.67,2.48,0,0,0,0
111.84,11,5732,US,0,0,6,88.82,1.26,0,0,1,0
106.73,20,5311,US,0,0,4,125.2,0.85,0,0,0,0
47.49,18,5411,US,0,0,4,90.88,0.52,0,0,0,0
31.16,10,4121,US,0,0,6,76.14,0.41,0,0,0,0
24.0,14,5814,US,0,0,1,76.98,0.31,0,0,0,0
55.15,11,5812,US,0,0,2,89.03,0.62,0,0,0,0
435.23,12,5411,US,0,1,3,92.54,4.7,0,0,0,0
66.69,15,5541,US,0,1,3,60.39,1.1,0,0,0,0
58.98,13,5541,US,0,1,4,123.05,0.48,0,0,0,0
80.85,10,5732,US,0,2,2,143.05,0.57,0,0,1,0
14.28,19,5411,US,0,1,5,123.39,0.12,0,0,0,0
7.96,18,5541,US,0,2,8,61.56,0.13,0,0,0,0
28.12,13,5814,US,0,1,2,129.37,0.22,0,0,0,0
50.75,23,5912,US,0,1,7,50.94,1.0,0,0,0,0
89.26,10,4121,US,0,0,3,113.14,0.79,0,0,0,0
76.65,17,5311,US,0,0,4,111.84,0.69,0,0,0,0
94.76,14,5814,US,0,1,4,107.21,0.88,0,0,0,0
18.21,7,5541,US,0,0,0,68.07,0.27,0,0,0,0
36.36,13,5812,US,1,1,3,111.34,0.33,0,0,0,0
108.25,10,4121,US,0,0,2,90.06,1.2,0,0,0,0
65.85,15,5732,US,0,3,4,94.35,0.7,0,0,1,0
66.47,7,5812,US,0,2,3,85.82,0.77,0,0,0,0
13.07,12,5814,CA,0,0,2,149.48,0.09,1,0,0,0
26.15,12,5732,US,0,1,2,102.41,0.26,0,0,1,0
69.06,14,5814,US,0,2,3,109.38,0.63,0,0,0,0
29.74,6,5411,US,1,3,5,135.78,0.22,0,0,0,0
108.43,16,5812,US,0,0,1,131.33,0.83,0,0,0,0
15.34,14,4121,US,0,2,3,50.33,0.3,0,0,0,0
89.85,5,5812,CA,0,0,5,131.44,0.68,1,1,0,0
57.45,9,5812,US,0,0,1,105.41,0.55,0,0,0,0
92.25,15,4121,US,0,1,4,133.77,0.69,0,0,0,0
23.42,9,5541,US,1,1,3,50.53,0.46,0,0,0,0
3.49,19,5541,US,1,1,1,138.75,0.03,0,0,0,0
38.95,11,5732,US,0,0,1,113.02,0.34,0,0,1,0
39.13,13,5541,US,0,3,4,52.19,0.75,0,0,0,0
301.71,13,5541,US,0,0,5,77.43,3.9,0,0,0,0
32.67,14,5541,US,0,2,3,93.64,0.35,0,0,0,0
186.06,12,5812,US,0,1,4,119.42,1.56,0,0,0,0
100.44,17,5732,US,0,2,7,121.53,0.83,0,0,1,0
24.76,14,5541,US,1,1,3,114.23,0.22,0,0,0,0
32.32,18,5541,US,1,2,8,118.39,0.27,0,0,0,0
42.57,11,5912,US,0,1,3,140.34,0.3,0,0,0,0
66.28,13,5311,US,0,3,5,121.14,0.55,0,0,0,0
109.43,4,5732,US,1,2,3,133.49,0.82,0,1,1,0
28.89,8,5732,US,0,1,1,100.26,0.29,0,0,1,0
119.87,10,4121,FR,1,3,5,60.2,1.99,1,0,0,0
40.77,18,4121,US,0,0,1,76.39,0.53,0,0,0,0
27.34,14,5311,US,0,3,7,126.9,0.22,0,0,0,0
29.7,12,5541,US,1,5,5,137.3,0.22,0,0,0,0
113.89,15,4121,US,0,1,3,79.21,1.44,0,0,0,0
40.6,13,5812,US,0,0,2,116.73,0.35,0,0,0,0
121.09,13,5541,US,1,1,8,104.01,1.16,0,0,0,0
174.72,10,5411,JP,0,0,0,149.0,1.17,1,0,0,0
228.48,10,5311,US,0,1,3,94.44,2.42,0,0,0,0
9.67,7,5311,US,0,1,3,112.92,0.09,0,0,0,0
59.9,17,5732,US,0,0,2,64.74,0.93,0,0,1,0
13.25,7,5541,US,0,0,2,62.1,0.21,0,0,0,0
56.99,13,4121,US,0,2,3,67.41,0.85,0,0,0,0
50.56,4,5912,US,0,0,2,65.82,0.77,0,1,0,0
225.97,16,5812,US,0,2,4,117.28,1.93,0,0,0,0
51.26,15,5814,US,0,1,6,100.16,0.51,0,0,0,0
117.17,19,4121,US,0,2,4,147.72,0.79,0,0,0,0
97.04,15,5541,US,0,2,4,101.06,0.96,0,0,0,0
53.15,7,5812,US,0,0,2,117.63,0.45,0,0,0,0
73.55,10,5814,US,0,2,5,147.06,0.5,0,0,0,0
12.26,11,5411,US,0,1,2,70.11,0.17,0,0,0,0
68.04,10,5541,US,0,0,3,120.53,0.56,0,0,0,0
7.86,17,5411,US,0,0,1,68.93,0.11,0,0,0,0
82.38,13,5411,US,1,3,8,63.03,1.31,0,0,0,0
236.65,15,4121,US,0,0,5,148.13,1.6,0,0,0,0
17.8,10,4121,US,0,2,4,119.01,0.15,0,0,0,0
24.91,14,5541,US,0,1,2,93.75,0.27,0,0,0,0
101.77,7,5912,US,1,4,7,142.81,0.71,0,0,0,0
35.49,17,5912,US,0,1,5,91.09,0.39,0,0,0,0
28.37,19,5814,US,0,1,1,133.15,0.21,0,0,0,0
36.66,13,5311,US,0,1,2,64.23,0.57,0,0,0,0
15.61,13,5732,US,0,0,1,53.35,0.29,0,0,1,0
38.26,12,5311,US,0,0,4,105.73,0.36,0,0,0,0
33.23,16,5732,US,0,2,4,86.87,0.38,0,0,1,0
119.92,16,5814,US,0,0,2,108.67,1.1,0,0,0,0
27.08,4,5411,US,0,0,2,62.61,0.43,0,1,0,0
28.77,17,5912,US,1,1,1,119.9,0.24,0,0,0,0
37.31,17,5311,US,1,1,6,110.48,0.34,0,0,0,0
35.93,14,5912,US,0,0,3,62.28,0.58,0,0,0,0
97.71,16,5541,US,0,0,4,125.91,0.78,0,0,0,0
97.56,18,5311,US,0,1,3,59.24,1.65,0,0,0,0
26.07,13,5732,US,1,2,5,101.68,0.26,0,0,1,0
50.18,16,5732,US,0,0,3,141.49,0.35,0,0,1,0
52.58,10,4121,US,0,0,1,95.43,0.55,0,0,0,0
19.71,16,5812,US,0,1,2,100.61,0.2,0,0,0,0
33.15,12,5541,US,0,1,3,86.17,0.38,0,0,0,0
123.56,14,5912,US,0,0,0,91.66,1.35,0,0,0,0
40.41,21,5812,US,0,1,4,55.89,0.72,0,0,0,0
53.03,13,5812,US,0,0,2,92.91,0.57,0,0,0,0
88.07,10,5311,US,0,1,3,133.24,0.66,0,0,0,0
80.59,20,5912,US,0,1,5,50.74,1.59,0,0,0,0
21.89,14,5912,US,0,0,2,90.57,0.24,0,0,0,0
18.9,11,5814,US,0,2,2,128.22,0.15,0,0,0,0
2.35,6,5311,UA,5,14,36,76.4,0.03,1,0,0,1
109.09,6,5814,US,1,1,1,78.75,1.39,0,0,0,0
46.27,8,5311,US,0,0,1,84.41,0.55,0,0,0,0
3146.09,22,5944,CN,1,2,5,93.1,33.79,1,0,1,1
17.75,13,5411,US,0,0,5,62.44,0.28,0,0,0,0
201.57,11,5541,US,0,0,2,148.07,1.36,0,0,0,0
17.6,13,4121,US,0,3,6,83.83,0.21,0,0,0,0
84.53,11,4121,US,0,0,5,125.1,0.68,0,0,0,0
47.63,5,5812,US,0,1,1,95.52,0.5,0,1,0,0
83.19,4,5411,US,1,2,5,148.75,0.56,0,1,0,0
724.45,18,5944,GB,5,16,35,55.72,13.0,1,0,1,1
63.98,13,5411,US,0,2,2,90.76,0.7,0,0,0,0
18.81,21,5812,US,1,3,3,108.49,0.17,0,0,0,0
40.22,12,5541,US,0,3,3,117.06,0.34,0,0,0,0
26.05,7,5732,US,0,1,3,88.34,0.29,0,0,1,0
169.14,15,5411,US,0,0,0,144.39,1.17,0,0,0,0
43.82,12,5732,US,0,0,2,110.45,0.4,0,0,1,0
48.56,13,5311,US,0,0,1,82.7,0.59,0,0,0,0
121.24,17,5912,US,0,1,2,104.97,1.15,0,0,0,0
77.76,19,5732,US,0,1,1,106.71,0.73,0,0,1,0
10.52,8,5812,US,0,2,6,82.58,0.13,0,0,0,0
23.06,12,5814,CA,0,2,3,135.66,0.17,1,0,0,0
20.26,16,5812,US,0,0,3,93.87,0.22,0,0,0,0
29.85,18,5814,US,0,0,2,77.84,0.38,0,0,0,0
15.63,11,5732,DE,0,1,1,63.82,0.24,1,0,1,0
294.81,6,4121,US,0,1,3,133.44,2.21,0,0,0,0
20.8,14,5732,US,0,1,1,63.5,0.33,0,0,1,0
17.46,13,5541,US,0,0,2,73.25,0.24,0,0,0,0
169.38,15,5311,US,0,1,5,140.75,1.2,0,0,0,0
14.45,15,4121,US,0,1,4,124.95,0.12,0,0,0,0
17.41,15,5814,US,0,1,2,111.3,0.16,0,0,0,0
76.92,17,5912,US,0,0,2,84.73,0.91,0,0,0,0
2.11,1,5311,NG,7,23,34,96.79,0.02,1,1,0,1
35.33,12,5311,US,0,0,3,95.25,0.37,0,0,0,0
77.8,16,5912,US,0,1,5,143.72,0.54,0,0,0,0
78.68,14,5812,US,1,2,6,87.54,0.9,0,0,0,0
50.57,11,5912,US,0,1,2,92.99,0.54,0,0,0,0
335.9,6,4121,US,0,0,3,72.82,4.61,0,0,0,0
31.74,20,5814,US,0,0,2,125.45,0.25,0,0,0,0
75.34,9,5541,US,0,0,2,73.85,1.02,0,0,0,0
3183.98,5,6051,UA,3,6,8,78.54,40.54,1,1,1,1
37.0,10,5411,US,0,0,4,106.25,0.35,0,0,0,0
43.03,12,5311,US,0,1,4,134.18,0.32,0,0,0,0
37.81,11,5411,US,0,0,2,79.07,0.48,0,0,0,0
81.89,14,5732,US,0,2,6,96.6,0.85,0,0,1,0
2.69,3,5311,US,15,30,42,51.43,0.05,0,1,0,1
15.95,15,5541,US,0,0,2,72.13,0.22,0,0,0,0
77.14,17,5311,US,0,1,4,60.07,1.28,0,0,0,0
48.57,9,4121,US,0,1,6,131.44,0.37,0,0,0,0
157.24,8,5912,US,0,0,3,61.99,2.54,0,0,0,0
19.01,13,4121,US,0,1,1,81.74,0.23,0,0,0,0
23.22,10,5814,US,1,2,2,101.69,0.23,0,0,0,0
23.89,18,5732,US,0,0,0,104.69,0.23,0,0,1,0
26.26,17,5814,FR,0,0,4,56.97,0.46,1,0,0,0
17.24,17,5411,US,0,2,6,80.54,0.21,0,0,0,0
45.76,8,5812,FR,0,1,2,125.63,0.36,1,0,0,0
26.07,11,4121,US,0,2,5,86.24,0.3,0,0,0,0
94.19,17,5812,US,0,2,6,65.43,1.44,0,0,0,0
89.45,16,5814,US,0,2,6,121.52,0.74,0,0,0,0
28.67,9,5311,US,0,0,3,128.7,0.22,0,0,0,0
15.55,16,5411,US,0,1,4,83.34,0.19,0,0,0,0
12.94,14,5541,US,0,1,2,72.03,0.18,0,0,0,0
26.29,14,5411,US,0,1,5,139.74,0.19,0,0,0,0
108.71,23,5812,US,0,0,3,122.29,0.89,0,0,0,0
203.02,12,5732,US,1,1,3,139.29,1.46,0,0,1,0
18.84,7,5311,US,0,0,4,76.44,0.25,0,0,0,0
171.17,11,4121,US,1,3,6,54.13,3.16,0,0,0,0
55.72,13,5912,US,0,1,2,88.12,0.63,0,0,0,0
30.34,8,5912,US,0,1,9,106.02,0.29,0,0,0,0
181.22,13,5912,US,0,2,4,94.93,1.91,0,0,0,0
35.17,18,5411,US,0,3,5,92.17,0.38,0,0,0,0
9.31,12,5814,US,0,0,1,72.04,0.13,0,0,0,0
14.4,19,5814,US,0,1,5,118.41,0.12,0,0,0,0
63.98,15,5311,US,0,0,2,100.54,0.64,0,0,0,0
32.55,11,5541,US,0,0,6,102.85,0.32,0,0,0,0
33.37,19,5311,US,0,1,2,132.45,0.25,0,0,0,0
27.1,16,5912,US,0,0,6,105.52,0.26,0,0,0,0
2555.72,17,5944,NG,3,2,9,82.27,31.07,1,0,1,1
21.63,17,5732,US,0,0,4,123.73,0.17,0,0,1,0
30.16,13,5912,US,0,3,3,131.8,0.23,0,0,0,0
680.79,14,4829,US,4,10,21,75.95,8.96,0,0,1,1
115.32,19,5311,DE,0,0,2,84.33,1.37,1,0,0,0
22.23,15,5541,US,0,1,3,61.54,0.36,0,0,0,0
111.44,12,5541,US,0,0,4,89.47,1.25,0,0,0,0
52.54,10,4121,US,1,1,3,124.32,0.42,0,0,0,0
55.78,16,5912,US,0,2,5,65.55,0.85,0,0,0,0
26.84,10,5541,US,0,1,3,51.97,0.52,0,0,0,0
191.6,17,5814,US,0,0,0,102.82,1.86,0,0,0,0
158.96,22,4121,US,0,0,2,132.11,1.2,0,0,0,0
45.24,8,5541,US,0,1,3,134.49,0.34,0,0,0,0
100.29,14,5411,US,0,0,3,72.15,1.39,0,0,0,0
37.85,16,5541,US,0,2,5,85.65,0.44,0,0,0,0
47.93,20,5541,US,0,2,3,59.89,0.8,0,0,0,0
22.26,15,4121,US,0,1,2,149.75,0.15,0,0,0,0
80.68,18,4121,US,0,2,5,57.48,1.4,0,0,0,0
522.76,7,5812,US,0,0,1,89.66,5.83,0,0,0,0
56.97,15,5541,GB,0,1,6,125.81,0.45,1,0,0,0
21.8,16,5311,US,0,0,0,146.5,0.15,0,0,0,0
88.81,13,5541,US,0,1,2,135.82,0.65,0,0,0,0
8.91,10,5814,US,0,2,5,131.13,0.07,0,0,0,0
15.21,18,5411,US,0,0,3,116.4,0.13,0,0,0,0
124.19,8,5411,US,0,0,2,142.6,0.87,0,0,0,0
75.57,20,4121,US,0,0,2,104.08,0.73,0,0,0,0
17.13,18,4121,US,0,0,3,88.23,0.19,0,0,0,0
1.99,9,5311,US,12,21,38,81.04,0.02,0,0,0,1
11.55,9,5732,US,0,0,2,111.16,0.1,0,0,1,0
265.3,14,4121,US,0,0,4,142.98,1.86,0,0,0,0
32.87,16,5732,US,0,0,1,79.46,0.41,0,0,1,0
18.93,13,5912,US,0,0,2,65.59,0.29,0,0,0,0
108.01,5,5411,US,0,0,1,149.88,0.72,0,1,0,0
52.44,16,4121,US,0,0,2,124.76,0.42,0,0,0,0
29.91,14,5814,US,0,0,0,85.47,0.35,0,0,0,0
26.71,15,5912,CA,0,1,2,51.85,0.52,1,0,0,0
49.04,17,5311,US,1,3,6,104.66,0.47,0,0,0,0
75.06,13,5812,US,0,0,3,98.03,0.77,0,0,0,0
10.31,21,5541,US,0,1,4,121.23,0.09,0,0,0,0
40.04,12,5814,US,1,2,4,94.69,0.42,0,0,0,0
52.9,16,5732,US,0,2,5,81.58,0.65,0,0,1,0
108.84,14,5912,US,0,0,1,134.3,0.81,0,0,0,0
26.25,19,5411,US,0,0,4,111.69,0.24,0,0,0,0
46.27,12,5814,US,0,0,3,87.76,0.53,0,0,0,0
77.35,22,5732,US,0,2,4,111.8,0.69,0,0,1,0
19.94,10,5732,US,1,2,2,138.16,0.14,0,0,1,0
101.06,14,5814,US,0,2,8,77.15,1.31,0,0,0,0
80.5,15,5814,US,0,0,7,64.41,1.25,0,0,0,0
223.7,14,5411,US,1,2,6,70.07,3.19,0,0,0,0
188.63,9,5541,US,1,1,4,139.4,1.35,0,0,0,0
61.14,16,5732,US,0,0,3,77.43,0.79,0,0,1,0
40.25,11,5541,US,0,1,5,95.07,0.42,0,0,0,0
89.29,14,5732,US,0,1,3,123.29,0.72,0,0,1,0
19.89,13,5541,US,0,1,2,70.13,0.28,0,0,0,0
19.44,13,5541,US,0,1,5,145.54,0.13,0,0,0,0
32.13,18,4121,US,0,1,5,78.97,0.41,0,0,0,0
41.48,20,5311,US,0,0,2,99.0,0.42,0,0,0,0
151.14,14,5541,US,0,0,3,91.17,1.66,0,0,0,0
17.34,14,5411,US,0,0,2,114.62,0.15,0,0,0,0
14.9,19,5732,US,0,1,3,59.02,0.25,0,0,1,0
1785.03,8,6051,CY,4,4,8,69.52,25.68,1,0,1,1
73.3,11,5411,US,0,2,3,112.08,0.65,0,0,0,0
9.1,19,5541,US,0,0,2,77.82,0.12,0,0,0,0
30.45,9,5411,US,1,1,3,98.23,0.31,0,0,0,0
58.9,13,5732,US,0,0,2,107.74,0.55,0,0,1,0
3.09,10,4121,US,0,0,4,127.18,0.02,0,0,0,0
140.24,13,5732,US,1,1,7,133.18,1.05,0,0,1,0
91.73,17,5411,US,0,1,4,59.97,1.53,0,0,0,0
42.15,15,4121,US,0,2,5,87.25,0.48,0,0,0,0
65.52,15,5912,US,0,1,2,127.43,0.51,0,0,0,0
88.13,14,5812,US,0,0,2,83.97,1.05,0,0,0,0
34.43,7,5732,US,0,1,4,119.86,0.29,0,0,1,0
76.42,10,5541,US,1,1,4,132.15,0.58,0,0,0,0
89.41,17,4121,US,0,0,3,82.92,1.08,0,0,0,0
13.72,14,5732,US,0,0,4,118.84,0.12,0,0,1,0
99.95,12,5814,DE,0,1,3,81.48,1.23,1,0,0,0
26.14,12,5411,US,0,0,3,120.42,0.22,0,0,0,0
87.64,6,5814,GB,1,1,4,69.25,1.27,1,0,0,0
62.93,8,4121,US,0,0,2,95.65,0.66,0,0,0,0
17.4,19,5912,US,0,0,0,82.34,0.21,0,0,0,0
15.36,20,5912,US,0,1,3,117.01,0.13,0,0,0,0
6.53,11,5311,US,0,0,8,103.54,0.06,0,0,0,0
52.79,19,5732,CA,0,1,3,68.36,0.77,1,0,1,0
19.75,12,5411,US,0,1,4,60.55,0.33,0,0,0,0
7.38,18,5732,US,0,0,2,110.06,0.07,0,0,1,0
34.74,13,5411,US,0,0,1,97.06,0.36,0,0,0,0
192.04,12,5812,US,1,2,5,58.98,3.26,0,0,0,0
100.62,13,5411,US,1,2,4,113.02,0.89,0,0,0,0
90.97,11,5814,US,1,1,4,119.93,0.76,0,0,0,0
21.87,10,5912,US,0,1,4,130.56,0.17,0,0,0,0
22.67,16,5541,US,0,1,5,149.2,0.15,0,0,0,0
3.26,18,5814,US,0,2,4,73.52,0.04,0,0,0,0
79.67,21,5411,US,0,2,5,144.37,0.55,0,0,0,0
